teamID;W;L;R;Avg;2B;3B;HR;BB;SO;SB;RA;ERA;CG;SV;HA;HRA;BBA;SOA;E
CLE2001;91;71;897;0.2783928571;294;37;212;577;1076;79;821;4.64;3;42;1512;148;573;1218;107
DET2001;66;96;724;0.259888026;291;60;139;466;972;133;876;5.01;16;34;1624;180;553;859;131
KCA2001;65;97;729;0.2663476874;277;37;152;406;898;100;858;4.87;5;30;1537;209;576;911;117
MIN2001;85;77;771;0.2723021583;328;38;164;495;1083;146;766;4.51;12;45;1494;192;445;965;108
NYA2001;95;65;804;0.266810113;289;20;203;519;1035;161;713;4.02;7;57;1429;158;465;1266;109
OAK2001;102;60;884;0.2635923201;334;22;199;640;1021;68;645;3.59;13;44;1384;153;440;1117;125
SEA2001;116;46;927;0.2882042254;310;38;169;614;989;174;627;3.54;8;56;1293;160;465;1051;83
TBA2001;62;100;672;0.2581462708;311;21;121;456;1116;115;887;4.94;1;30;1513;207;569;1030;139
TEX2001;73;89;890;0.2754617414;326;23;246;548;1093;97;968;5.71;4;37;1670;222;596;951;114
TOR2001;80;82;767;0.2629348402;287;36;195;470;1094;156;753;4.28;7;41;1553;165;490;1041;97
ARI2001;92;70;818;0.2670241287;284;35;208;587;1052;71;677;3.87;12;34;1352;195;461;1297;84
ATL2001;88;74;729;0.2604583485;263;24;174;493;1039;85;643;3.59;5;41;1363;153;499;1133;103
CHN2001;88;74;777;0.26063633;268;32;194;577;1077;67;701;4.03;8;41;1357;164;550;1344;109
CIN2001;66;96;735;0.2622246104;304;22;176;468;1172;103;850;4.77;2;35;1572;198;515;943;138
COL2001;73;89;923;0.2922671353;324;61;213;511;1027;132;906;5.29;8;26;1522;239;598;1058;96
FLO2001;76;86;742;0.2636232407;325;30;166;470;1145;89;744;4.32;5;32;1397;151;617;1119;103
HOU2001;93;69;847;0.2713458755;313;29;208;581;1119;64;769;4.37;7;48;1453;221;486;1228;110
LAN2001;86;76;758;0.2546877845;264;27;206;519;1062;89;744;4.25;3;46;1387;184;524;1212;116
MIL2001;68;94;740;0.2510932945;273;30;209;488;1399;66;806;4.64;3;28;1452;197;667;1057;103
MON2001;68;94;670;0.2530210076;320;28;131;478;1071;101;812;4.68;5;28;1509;190;525;1103;108
NYN2001;82;80;642;0.249313061;273;18;147;545;1062;66;713;4.07;6;48;1418;186;438;1191;101
PHI2001;86;76;746;0.260323813;295;29;164;551;1125;153;719;4.15;8;47;1417;170;527;1086;91
PIT2001;62;100;657;0.2469433123;256;25;161;467;1106;93;858;5.05;8;36;1493;167;549;908;133
SDN2001;79;83;789;0.251550529;273;26;161;678;1273;129;812;4.52;5;46;1519;219;476;1088;145
SFN2001;90;72;799;0.2660370634;304;40;235;625;1090;57;748;4.18;3;47;1437;145;579;1080;118
SLN2001;93;69;814;0.2695412844;274;32;199;529;1089;91;684;3.93;8;38;1389;196;526;1083;110
ANA2002;99;63;851;0.2823177175;333;32;152;462;805;117;644;3.69;7;54;1345;169;509;999;87
BAL2002;67;95;667;0.2464032052;311;27;165;452;993;110;773;4.46;8;31;1491;208;549;967;91
BOS2002;93;69;859;0.2765957447;348;33;177;545;944;80;665;3.75;5;51;1339;146;430;1157;104
CHA2002;81;81;856;0.268084333;289;29;217;555;952;75;798;4.53;7;35;1422;190;528;945;97
CLE2002;74;88;739;0.2487553015;255;26;192;542;1000;52;837;4.91;9;34;1508;142;603;1058;113
DET2002;55;106;575;0.247872734;265;37;124;363;1035;65;864;4.93;11;33;1593;163;463;794;142
KCA2002;62;100;737;0.2556458898;285;42;140;524;921;140;891;5.21;12;30;1587;212;572;909;130
MIN2002;94;67;768;0.2719455392;348;36;167;472;1089;79;712;4.12;8;47;1454;184;439;1026;74
NYA2002;103;58;897;0.2749509016;314;12;223;640;1171;100;697;3.87;9;53;1441;144;403;1135;127
OAK2002;103;59;800;0.2608852105;279;28;205;609;1008;46;654;3.68;9;48;1391;135;474;1021;102
SEA2002;93;69;814;0.2749147064;285;31;152;629;1003;137;699;4.07;8;43;1422;178;441;1063;88
TBA2002;55;106;673;0.2530335475;297;35;133;456;1115;102;918;5.29;12;25;1567;215;620;925;126
TEX2002;72;90;843;0.2687789249;304;27;230;554;1055;62;882;5.15;4;33;1528;194;669;1030;99
TOR2002;78;84;813;0.2610643254;305;38;187;522;1142;71;828;4.8;6;41;1504;177;590;991;107
ARI2002;98;64;819;0.2670660857;283;41;165;643;1016;92;674;3.92;14;40;1361;170;421;1303;89
ATL2002;101;59;708;0.2598726115;280;25;164;558;1028;76;565;3.13;3;57;1302;123;554;1058;114
CHN2002;67;95;706;0.2458151383;259;29;200;585;1269;63;759;4.29;11;23;1373;167;606;1333;114
CIN2002;78;84;709;0.2533820841;297;21;169;583;1188;116;774;4.27;2;42;1502;173;550;980;120
COL2002;73;89;778;0.2735849057;283;41;152;497;1043;103;898;5.2;1;43;1554;225;582;920;112
FLO2002;79;83;699;0.2607350801;280;32;146;595;1130;177;763;4.36;11;36;1449;151;631;1104;106
HOU2002;84;78;749;0.2618571688;291;32;167;589;1120;71;695;4;2;43;1423;151;546;1219;83
LAN2002;92;70;713;0.2635938063;286;29;155;428;940;96;643;3.69;4;56;1311;165;555;1132;90
MIL2002;56;106;627;0.2528162512;269;29;139;500;1125;94;821;4.73;7;32;1468;199;666;1026;103
MON2002;83;79;735;0.2613615623;300;36;162;575;1104;118;718;3.97;9;39;1475;165;508;1088;139
NYN2002;75;86;690;0.2563682678;238;22;160;486;1044;87;703;3.89;9;36;1408;163;543;1107;144
PHI2002;80;81;710;0.2585551331;325;41;165;640;1095;104;724;4.17;5;47;1381;153;570;1075;88
PIT2002;72;89;641;0.243902439;263;20;142;537;1109;86;730;4.23;2;47;1447;163;572;920;115
SDN2002;66;96;662;0.2525838622;243;29;136;547;1062;71;815;4.62;5;40;1522;177;582;1108;128
SFN2002;95;66;783;0.2665090049;300;35;198;616;961;74;616;3.54;10;43;1349;116;523;992;90
SLN2002;97;65;787;0.267938238;285;26;175;542;927;86;648;3.7;4;42;1355;141;547;1009;103
ANA2003;77;85;736;0.2684527064;276;33;150;476;838;129;743;4.28;5;39;1444;190;486;980;105
BAL2003;71;91;743;0.26760812;277;24;152;431;902;89;820;4.76;9;41;1579;198;526;981;105
BOS2003;95;67;961;0.288958225;371;40;238;620;943;88;809;4.48;5;36;1503;153;488;1141;113
CHA2003;86;76;791;0.2633497357;303;19;220;519;916;77;715;4.17;12;36;1364;162;518;1056;93
CLE2003;68;94;699;0.2535893754;296;26;158;466;1062;86;778;4.21;5;34;1477;179;501;943;126
DET2003;43;119;591;0.2400292719;201;39;153;443;1099;98;928;5.3;3;27;1616;195;557;764;138
KCA2003;83;79;836;0.274066092;288;39;162;476;926;120;867;5.06;7;36;1569;190;566;865;108
MIN2003;90;72;801;0.2770999116;318;45;155;512;1027;94;758;4.41;7;45;1526;187;402;997;87
NYA2003;101;61;877;0.2708296164;304;14;230;684;1042;98;716;4.02;8;49;1512;145;375;1119;114
OAK2003;96;66;768;0.2543205385;317;24;176;556;898;48;643;3.63;16;48;1336;140;499;1018;107
SEA2003;93;69;795;0.271354073;290;33;139;586;989;108;637;3.76;8;38;1340;173;466;1001;65
TBA2003;63;99;715;0.2654757694;298;38;137;420;1030;142;852;4.93;7;30;1454;196;639;877;103
TEX2003;71;91;826;0.2658898305;274;36;239;488;1052;65;969;5.67;4;43;1625;208;603;1009;94
TOR2003;86;76;894;0.279102632;357;33;190;546;1081;37;826;4.69;14;36;1560;184;485;984;117
ARI2003;84;78;717;0.2633752244;303;47;152;531;1006;76;685;3.84;7;42;1379;150;526;1291;107
ATL2003;101;61;907;0.2835978836;321;31;235;545;933;68;740;4.1;4;51;1425;147;555;992;121
CHN2003;88;74;724;0.2592861026;302;24;172;492;1158;73;683;3.83;13;36;1304;143;617;1404;106
CIN2003;69;93;694;0.2448720276;239;21;182;524;1326;80;886;5.09;4;38;1578;209;590;932;141
COL2003;74;88;853;0.26676332;330;31;198;619;1134;63;892;5.2;3;34;1629;200;552;866;116
FLO2003;91;71;751;0.2657559199;292;44;157;515;978;150;692;4.04;7;36;1415;128;530;1132;78
HOU2003;87;75;805;0.2625828408;308;30;191;557;1021;66;677;3.86;1;50;1350;161;565;1139;95
LAN2003;85;77;574;0.2433125687;260;25;124;407;985;80;556;3.16;3;58;1254;127;526;1289;119
MIL2003;68;94;714;0.2564888248;266;24;196;547;1221;99;873;5.02;5;44;1590;219;575;1034;114
MON2003;83;79;711;0.2582306419;294;25;144;522;990;100;716;4.01;15;42;1467;181;463;1028;102
NYN2003;66;95;642;0.2465830369;262;24;124;489;1035;70;754;4.48;3;38;1497;168;576;907;118
PHI2003;86;76;791;0.2612303807;325;27;166;651;1155;72;697;4.04;9;33;1386;142;536;1060;97
PIT2003;75;87;753;0.2673356029;275;45;163;529;1049;86;801;4.64;7;44;1527;178;502;926;123
SDN2003;64;98;678;0.2607123486;257;32;128;565;1073;76;831;4.87;2;31;1458;208;611;1091;102
SFN2003;100;61;755;0.2639296188;281;29;180;593;980;53;638;3.73;7;43;1349;136;546;1006;80
SLN2003;85;77;876;0.278561354;342;32;196;580;952;82;796;4.6;9;41;1544;210;508;969;77
ANA2004;92;70;836;0.2824669604;272;37;162;450;942;143;734;4.28;2;50;1476;170;502;1164;90
BAL2004;78;84;842;0.2813807531;319;18;169;528;949;101;830;4.7;8;27;1488;159;687;1090;110
BOS2004;98;64;949;0.281993007;373;25;222;659;1189;68;768;4.18;4;36;1430;159;447;1132;118
CHA2004;83;79;865;0.2676183592;284;19;242;499;1030;78;831;4.91;8;34;1505;224;527;1013;100
CLE2004;80;82;858;0.2757223397;345;29;184;606;1009;94;857;4.81;8;32;1553;201;579;1115;106
DET2004;72;90;827;0.2722745865;284;54;201;518;1144;86;844;4.93;7;35;1542;190;530;995;144
KCA2004;58;104;720;0.2585771036;261;29;150;461;1057;67;905;5.15;6;25;1638;208;518;887;131
MIN2004;92;70;780;0.2656944691;310;24;191;513;982;116;715;4.03;4;48;1523;167;431;1123;101
NYA2004;101;61;897;0.2683191605;281;20;242;670;982;84;808;4.69;1;59;1532;182;445;1058;99
OAK2004;91;71;793;0.2697276536;336;15;189;608;1061;47;742;4.17;10;35;1466;164;544;1034;91
SEA2004;63;99;698;0.2698357218;276;20;136;492;1058;110;823;4.76;7;28;1498;212;575;1036;103
TBA2004;70;91;714;0.2582527813;278;46;145;469;944;132;842;4.81;3;35;1459;192;580;923;119
TEX2004;89;73;860;0.2657168299;323;34;227;500;1099;69;794;4.53;5;52;1536;182;547;979;117
TOR2004;67;94;719;0.2599891521;290;34;145;513;1083;58;823;4.91;6;37;1505;181;608;956;91
ARI2004;51;111;615;0.2527056277;295;38;135;441;1022;53;899;4.98;5;33;1480;197;668;1153;139
ATL2004;96;66;803;0.2698384201;304;37;178;587;1158;86;668;3.74;4;48;1475;154;523;1025;116
CHN2004;89;73;789;0.2679459844;308;29;235;489;1080;66;665;3.81;3;42;1363;169;545;1346;86
CIN2004;76;86;750;0.2500906125;287;28;194;599;1335;77;907;5.19;5;47;1595;236;572;992;113
COL2004;68;94;833;0.2745203514;331;34;202;568;1181;44;923;5.54;3;36;1634;198;697;947;89
FLO2004;83;79;718;0.263762304;275;32;148;499;968;96;700;4.1;6;53;1395;166;513;1116;86
HOU2004;92;70;803;0.2666422824;294;36;187;590;999;89;698;4.05;2;47;1416;174;525;1282;101
LAN2004;93;69;761;0.2616383977;226;30;203;536;1092;102;684;4.01;2;51;1386;178;521;1066;73
MIL2004;67;94;634;0.2476746307;295;32;135;540;1312;138;757;4.24;6;42;1440;164;476;1098;117
MON2004;67;95;635;0.2486298867;276;27;151;496;925;109;769;4.33;11;31;1477;191;582;1032;99
NYN2004;71;91;684;0.2487346349;289;20;185;512;1159;107;731;4.09;2;31;1452;156;592;977;137
PHI2004;86;76;840;0.2667021088;303;23;215;645;1133;100;781;4.45;4;43;1488;214;502;1070;81
PIT2004;72;89;680;0.2604413642;267;39;142;415;1066;63;744;4.29;3;46;1451;149;576;1079;103
SDN2004;87;75;768;0.2729230217;304;32;139;566;910;52;705;4.03;3;44;1460;184;422;1079;108
SFN2004;91;71;850;0.2704652001;314;33;183;705;874;43;770;4.29;8;46;1481;161;548;1020;101
SLN2004;105;57;855;0.2779477948;319;24;214;548;1085;111;659;3.75;4;57;1378;169;440;1041;97
BAL2005;74;88;729;0.2687803999;296;27;189;447;902;83;800;4.56;2;38;1458;180;580;1052;107
BOS2005;95;67;910;0.2806612158;339;21;199;653;1044;45;805;4.74;6;38;1550;164;440;959;109
CHA2005;99;63;741;0.2622535721;253;23;200;435;1002;137;645;3.61;9;54;1392;167;459;1040;94
CLE2005;93;69;790;0.2713496167;337;30;207;503;1093;62;642;3.61;6;51;1363;157;413;1050;106
DET2005;71;91;723;0.2715101749;283;45;168;384;1038;66;787;4.51;7;37;1504;193;461;907;110
KCA2005;56;106;701;0.2625840451;289;34;126;424;1008;53;935;5.49;4;25;1640;178;580;924;125
LAA2005;95;67;761;0.2702702703;278;30;147;447;848;161;643;3.68;7;54;1419;158;443;1126;87
MIN2005;83;79;688;0.2589863408;269;32;134;485;978;102;662;3.71;9;44;1458;169;348;965;102
NYA2005;95;67;886;0.2759601707;259;16;229;637;989;84;789;4.52;8;46;1495;164;463;985;95
OAK2005;88;74;772;0.2623067354;310;20;155;537;819;31;658;3.69;9;38;1315;154;504;1075;88
SEA2005;69;93;699;0.255674596;289;34;130;466;986;102;751;4.49;6;39;1483;179;496;892;86
TBA2005;67;95;750;0.2735951009;289;40;157;412;990;151;936;5.39;1;43;1570;194;615;949;124
TEX2005;79;83;865;0.2673198041;311;29;260;495;1112;67;858;4.96;2;46;1589;159;522;932;108
TOR2005;80;82;775;0.2651854506;307;39;136;486;955;72;705;4.06;9;35;1475;185;444;958;95
ARI2005;77;85;696;0.2556756757;291;27;191;606;1094;67;856;4.84;6;45;1580;193;537;1038;94
ATL2005;90;72;769;0.2648559971;308;37;184;534;1084;92;674;3.98;8;38;1487;145;520;929;86
CHN2005;79;83;703;0.2696991404;323;23;194;419;920;65;714;4.19;8;39;1357;186;576;1256;101
CIN2005;73;89;820;0.2610961366;335;15;222;611;1303;72;889;5.15;2;31;1657;219;492;955;104
COL2005;67;95;740;0.2665102851;280;34;150;509;1103;65;862;5.13;4;37;1600;175;604;981;118
FLO2005;83;79;717;0.2724463831;306;32;128;512;918;96;732;4.16;14;42;1459;116;563;1125;103
HOU2005;89;73;693;0.2563163676;281;32;161;481;1037;115;609;3.51;6;45;1336;155;440;1164;89
LAN2005;71;91;685;0.2528989509;284;21;149;541;1094;58;755;4.38;6;40;1434;182;471;1004;106
MIL2005;81;81;726;0.2593612335;327;19;175;531;1162;79;697;3.97;7;46;1382;169;569;1173;119
NYN2005;83;79;722;0.2581289737;279;32;175;486;1075;153;648;3.76;8;38;1390;135;491;1012;106
PHI2005;88;74;807;0.2695777698;282;35;167;639;1083;116;726;4.21;4;40;1379;189;487;1159;90
PIT2005;67;95;680;0.2592858425;292;38;139;471;1092;73;769;4.42;4;35;1456;162;612;958;117
SDN2005;82;80;684;0.2573609597;269;39;130;600;977;99;726;4.13;4;45;1452;146;503;1133;109
SFN2005;75;87;649;0.2612596119;299;26;128;431;901;71;745;4.33;4;46;1456;151;592;972;90
SLN2005;100;62;805;0.269772481;287;26;170;534;947;83;634;3.49;15;48;1399;153;443;974;100
WAS2005;81;81;639;0.2519351272;311;32;117;491;1090;45;673;3.87;4;51;1456;140;539;997;92
BAL2006;70;92;768;0.2773618538;288;20;164;474;878;121;899;5.35;5;35;1579;216;613;1016;102
BOS2006;86;76;820;0.2687310909;327;16;192;672;1056;51;825;4.83;3;46;1570;181;509;1070;66
CHA2006;90;72;868;0.2803606152;291;20;236;502;1056;93;794;4.61;5;46;1534;200;433;1012;90
CLE2006;78;84;870;0.2804769532;351;27;196;556;1204;55;782;4.41;13;24;1583;166;429;948;118
DET2006;95;67;822;0.2743707905;294;40;203;430;1133;60;675;3.84;3;46;1420;160;489;1003;106
KCA2006;62;100;757;0.2710681696;335;37;124;474;1040;65;971;5.65;3;35;1648;213;637;904;98
LAA2006;89;73;766;0.27438046;309;29;159;486;914;148;732;4.04;5;50;1410;158;471;1164;124
MIN2006;96;66;801;0.2870403427;275;34;143;490;872;101;683;3.95;1;40;1490;182;356;1164;84
NYA2006;97;65;930;0.2845514068;327;21;210;649;1053;139;767;4.41;5;43;1463;170;496;1019;104
OAK2006;93;69;771;0.2598181818;266;22;175;650;976;61;727;4.21;5;54;1525;162;529;1003;84
SEA2006;78;84;756;0.2716049383;266;42;172;404;974;106;792;4.6;6;47;1500;183;560;1067;88
TBA2006;61;101;689;0.2548410669;267;33;190;441;1106;134;856;4.96;3;33;1600;180;606;979;116
TEX2006;80;82;835;0.2776108853;357;23;183;505;1061;53;784;4.6;3;42;1558;162;496;972;98
TOR2006;87;75;809;0.2843102216;348;27;199;514;906;65;754;4.37;6;42;1447;185;504;1076;99
ARI2006;76;86;773;0.2667847653;331;38;160;504;965;76;788;4.48;8;34;1503;168;536;1115;104
ATL2006;79;83;849;0.2704639083;312;26;222;526;1169;52;805;4.6;6;38;1529;183;572;1049;99
CHN2006;66;96;716;0.2677644532;271;46;166;395;928;121;834;4.74;2;29;1396;210;687;1250;106
CIN2006;80;82;749;0.2572982774;291;12;217;614;1192;124;801;4.51;9;36;1576;213;464;1053;128
COL2006;76;86;813;0.2704063287;325;54;157;561;1108;85;812;4.66;5;34;1549;155;553;952;91
FLO2006;78;84;758;0.2642675391;309;42;182;497;1249;110;772;4.37;6;41;1465;166;622;1088;126
HOU2006;82;80;735;0.2548451368;275;27;174;585;1076;79;719;4.08;5;42;1425;182;480;1160;80
LAN2006;88;74;820;0.275764037;307;58;153;601;959;128;751;4.23;1;40;1524;152;492;1068;115
MIL2006;75;87;730;0.2576845205;301;20;180;502;1233;71;833;4.82;7;43;1454;177;514;1145;117
NYN2006;97;65;834;0.2643037064;323;41;200;547;1071;146;731;4.14;5;43;1402;180;527;1161;104
PHI2006;85;77;865;0.2669245648;294;41;216;626;1203;92;812;4.6;4;42;1561;211;512;1138;104
PIT2006;67;95;691;0.2630442605;286;17;141;459;1200;68;797;4.52;2;39;1545;156;620;1060;104
SDN2006;88;74;731;0.262733142;298;38;161;564;1104;123;679;3.87;4;50;1385;176;468;1097;92
SFN2006;76;85;746;0.2591374269;297;52;163;494;891;58;790;4.63;7;37;1422;153;584;992;91
SLN2006;83;78;781;0.268743209;292;27;184;531;922;59;762;4.54;6;38;1475;193;504;970;98
WAS2006;71;91;746;0.2615104641;322;22;164;594;1156;123;872;5.03;1;32;1535;193;584;960;131
BAL2007;69;93;756;0.2715325875;306;30;142;500;939;144;868;5.17;4;30;1491;161;696;1087;79
BOS2007;96;66;867;0.2792986223;352;35;166;689;1042;96;657;3.87;5;45;1350;151;482;1149;81
CHA2007;72;90;693;0.2464620474;249;20;190;532;1149;78;839;4.77;9;42;1556;174;499;1015;108
CLE2007;96;66;811;0.2683797288;305;27;178;590;1202;72;704;4.05;9;49;1519;146;410;1047;92
DET2007;88;74;887;0.2869550113;352;50;177;474;1054;103;797;4.57;1;44;1498;174;566;1047;99
KCA2007;69;93;706;0.2614745211;300;46;102;428;1069;78;778;4.48;2;36;1547;168;520;993;106
LAA2007;94;68;822;0.2841195535;324;23;123;507;883;139;731;4.23;5;43;1480;151;477;1156;101
MIN2007;79;83;718;0.2643969576;273;36;118;512;839;112;725;4.15;5;38;1505;185;420;1094;95
NYA2007;94;68;968;0.2896624104;326;32;201;637;991;123;777;4.49;1;34;1498;150;578;1009;88
OAK2007;76;86;741;0.2564102564;295;16;171;664;1119;52;758;4.28;4;36;1468;138;530;1036;90
SEA2007;88;74;794;0.2865939479;284;22;153;389;861;81;813;4.73;6;43;1578;147;546;1020;90
TBA2007;66;96;782;0.2681923833;291;36;187;545;1324;131;944;5.53;2;28;1649;199;568;1194;117
TEX2007;75;87;816;0.2628262826;298;36;179;503;1224;88;844;4.75;0;42;1525;155;668;976;124
TOR2007;83;79;753;0.2590317919;344;24;165;533;1044;57;699;4;11;44;1383;157;479;1067;102
ARI2007;90;72;712;0.2500926269;286;40;171;532;1111;109;732;4.13;7;51;1446;169;546;1088;106
ATL2007;84;78;810;0.2745649499;328;27;176;534;1149;64;733;4.11;1;36;1442;172;537;1106;107
CHN2007;85;77;752;0.2711323764;340;28;151;500;1054;86;690;4.04;2;39;1340;165;573;1211;94
CIN2007;72;90;783;0.2668093455;293;23;204;536;1113;97;853;4.94;6;34;1605;198;482;1068;95
COL2007;90;73;860;0.2795642242;313;36;171;622;1152;100;758;4.32;4;39;1497;164;504;967;68
FLO2007;71;91;790;0.2672827439;340;38;201;521;1332;105;891;4.94;0;40;1617;176;661;1142;137
HOU2007;73;89;723;0.2599464764;293;30;167;547;1043;65;813;4.68;2;38;1566;206;510;1109;103
LAN2007;82;80;735;0.2750757171;276;35;129;511;864;137;727;4.2;4;43;1443;146;518;1184;114
MIL2007;83;79;801;0.2619733525;310;37;231;501;1137;96;776;4.41;3;49;1513;161;507;1174;109
NYN2007;88;74;804;0.2752899197;294;27;177;549;981;200;750;4.26;2;39;1415;165;570;1134;101
PHI2007;89;73;892;0.2739099859;326;41;213;641;1205;138;821;4.73;5;42;1555;198;558;1050;89
PIT2007;68;94;724;0.2627042557;322;31;148;463;1135;68;846;4.93;4;32;1627;174;518;997;83
SDN2007;89;74;741;0.250890948;322;31;171;557;1229;55;666;3.7;1;45;1406;119;474;1136;92
SFN2007;71;91;683;0.2540628386;267;37;131;532;907;119;720;4.19;5;37;1442;133;593;1057;88
SLN2007;78;84;725;0.2736480376;279;13;141;506;909;56;829;4.65;2;34;1514;168;509;945;121
WAS2007;73;89;673;0.2563405797;309;31;123;524;1128;69;783;4.58;0;46;1502;187;580;931;109
BAL2008;68;93;782;0.2673142652;322;30;172;533;990;81;869;5.15;4;35;1538;184;687;922;100
BOS2008;95;67;845;0.2796640457;353;33;173;646;1068;120;694;4.01;5;47;1369;147;548;1185;85
CHA2008;89;74;811;0.262560778;296;13;235;540;1016;67;729;4.11;4;34;1471;156;460;1147;108
CLE2008;81;81;805;0.2624932347;339;22;171;560;1213;77;761;4.46;10;31;1530;170;444;986;94
DET2008;74;88;821;0.2710512321;293;41;200;572;1076;63;857;4.91;1;34;1541;172;644;991;113
KCA2008;75;87;691;0.2687232525;303;28;120;392;1005;79;781;4.5;2;44;1473;159;515;1085;96
LAA2008;100;62;765;0.2682310469;274;25;159;481;987;129;697;4;7;66;1455;160;457;1106;91
MIN2008;88;75;829;0.278673994;298;49;111;529;979;102;745;4.18;5;42;1568;183;406;995;108
NYA2008;89;73;789;0.2713567839;289;20;180;535;1015;118;727;4.28;1;42;1478;143;489;1141;83
OAK2008;75;86;646;0.2417904972;270;23;125;574;1226;88;690;4.01;4;33;1364;135;576;1061;98
SEA2008;61;101;671;0.2654616339;285;20;124;417;890;90;811;4.73;4;36;1544;161;626;1016;99
TBA2008;97;65;774;0.2604223064;284;37;180;626;1224;142;671;3.82;7;52;1349;166;526;1143;90
TEX2008;79;83;901;0.282646648;376;35;194;595;1207;81;967;5.37;6;36;1647;176;625;963;132
TOR2008;86;76;714;0.2640377976;303;32;126;521;938;80;610;3.49;15;44;1330;134;467;1184;84
ARI2008;82;80;720;0.2505084119;318;47;159;587;1287;58;706;3.99;6;39;1403;147;451;1229;113
ATL2008;72;90;753;0.2701641685;316;33;130;618;1023;58;778;4.47;2;26;1439;156;586;1076;107
CHN2008;97;64;855;0.27773801;329;21;184;636;1186;87;671;3.87;2;44;1329;160;548;1264;99
CIN2008;74;88;704;0.2472095151;269;24;187;560;1125;85;800;4.55;2;34;1542;201;557;1227;114
COL2008;74;88;747;0.2630915962;310;28;160;570;1209;141;822;4.77;3;36;1547;148;562;1041;96
FLO2008;84;77;770;0.2540461902;302;28;208;543;1371;76;767;4.44;2;36;1421;161;586;1127;117
HOU2008;86;75;712;0.262704091;284;22;167;449;1051;114;743;4.39;4;48;1453;197;492;1095;67
